country,status,life_expectancy,adult_mortality,Alcohol,healthcoverage_percent,Hepatitis_B,BMI,Polio,total_expenditure,Diphtheria,GDP,Schooling,vaccine_total,vaccine_coverage_over_ave
Israel,Developing,81.5,63,2.55,508.6645438,98,62.6,96,7.46,96,27795.87671,15.6,290,1
Israel,Developing,81,65,2.47,471.5533294,99,62.1,94,7.33,94,29657.4421,15.8,287,1
Israel,Developing,84,68,2.33,4.3451016,99,61.6,95,7.37,95,258.637,15.7,289,1
Israel,Developing,84,68,2.23,33.58620657,96,61.1,94,7.38,95,2195.1769,15.7,285,1
Israel,Developing,80,71,2.41,250.9343317,96,6.6,95,7.44,93,2611.17931,15.8,284,1
Israel,Developing,81,69,2.23,1895.342792,99,6.1,95,7.35,95,19888.172,15.9,289,1
Israel,Developing,79.7,71,2.32,1731.755747,98,59.6,93,7.44,93,18946.99942,16,284,1
Israel,Developing,79.3,74,2.47,1701.195787,98,59.2,91,7.49,9,18431.15696,15.3,198,0
Israel,Developing,79.3,74,2.53,22.27332618,96,58.7,93,7.61,92,236.19646,15.1,281,1
Israel,Developing,78.9,76,2.53,199.9341033,98,58.3,93,7.13,93,2152.1432,15.2,284,1
Italy,Developed,82.5,57,7.56,4831.644796,95,63.1,95,9.25,95,35396.66517,16.3,285,1
Italy,Developed,82.3,58,7.35,483.1916844,96,62.6,96,9.22,96,3537.27441,16.5,288,1
Italy,Developed,82,6,7.49,4793.904924,96,62.1,96,9.28,97,34814.12436,16.6,289,1
Italy,Developed,82,6,6.98,5439.691769,96,61.5,96,9.27,96,38334.68477,16.4,288,1
Italy,Developed,81.8,6,6.95,5219.668802,96,61,96,9.42,96,35849.37364,16.4,288,1
Italy,Developed,81.6,61,7.25,5243.316638,96,6.5,96,9.41,96,36976.84512,16.3,288,1
Italy,Developed,81.5,61,7.96,66.37840495,96,59.9,96,8.89,96,464.18465,16.3,288,1
Italy,Developed,81.3,63,8.37,5228.821581,97,59.4,97,8.48,97,37698.78573,16.1,291,1
Italy,Developed,81.2,65,8.44,473.1915451,96,58.8,97,8.82,96,3341.7482,16,289,1
Italy,Developed,88,66,8.65,4506.255963,96,58.2,97,8.71,95,31959.26215,15.8,288,1
Italy,Developed,89,66,8.98,4270.914882,96,57.6,97,8.49,94,31174.56118,15.6,287,1
Italy,Developed,79.9,72,9.3,3519.258515,95,57,97,8.17,96,27387.2258,15.4,288,1
Italy,Developed,80,72,9.25,2883.334911,95,56.4,96,8.23,93,22196.5736,15.2,284,1
Italy,Developed,79.8,75,9.69,3.1222302,95,55.7,96,8.11,93,24.819,14.9,284,1
Italy,Developed,79.4,77,9.78,31.50582204,94,55,97,7.91,87,251.2426,14.8,278,1
Jamaica,Developing,75.8,133,3.83,427.3054534,92,53.5,93,5.36,92,4855.743789,12.8,277,1
Jamaica,Developing,75.6,136,3.79,5.457289334,93,52.7,86,5.91,93,56.144952,12.8,272,1
Jamaica,Developing,75.3,138,3.65,37.17108782,96,52,96,5.66,96,521.33363,12.8,288,1
Jamaica,Developing,75.2,139,3.58,33.17529686,92,51.2,93,5.21,92,513.549487,12.8,277,1
Jamaica,Developing,75,138,3.55,396.6270975,94,5.5,94,5.3,94,4682.728424,12.7,282,1
Jamaica,Developing,74.7,142,3.33,235.7067417,9,49.7,9,5.16,9,4293.383274,12.7,27,0
Jamaica,Developing,74.5,145,3.51,31.76575838,92,48.9,91,5.4,91,492.492378,12.6,274,1
Jamaica,Developing,74.2,148,3.64,25.62349238,92,48.1,94,4.87,92,462.517913,12.5,278,1
Jamaica,Developing,74,15,3.63,194.092569,97,47.2,99,4.22,95,4313.1682,12.5,291,1
Jamaica,Developing,73.5,161,3.59,16.97511622,99,46.3,99,4.7,99,482.24762,12.4,297,1
Jamaica,Developing,73.3,165,3.67,192.3226305,98,45.4,97,4.8,98,3719.97351,11.1,293,1
Jamaica,Developing,73.1,166,3.48,155.5884677,36,44.5,99,4.56,96,3465.221998,11.9,231,0
Jordan,Developing,74,113,0.41,63.8784522,98,64.8,98,7.45,98,466.94775,13.1,294,1
Jordan,Developing,73.9,114,0.4,546.6235156,98,64,98,7.23,98,3992.86717,13.1,294,1
Jordan,Developing,73.7,115,0.41,67.70171064,98,63.2,98,8,98,387.753211,12.9,294,1
Jordan,Developing,73.6,116,0.43,68.86623298,98,62.4,98,8.39,98,387.324145,13.1,294,1
Jordan,Developing,73.4,117,0.51,715.9709092,98,61.7,98,8.42,98,3679.19275,13.2,294,1
Jordan,Developing,73.3,118,0.59,668.7447334,98,6.9,98,9.54,98,3492.1396,13.6,294,1
Jordan,Developing,73.1,119,0.61,535.2786404,97,6.1,98,8.78,97,3385.69665,13.6,292,1
Jordan,Developing,73,12,0.6,373.2628643,98,59.3,98,8.35,98,2762.86354,13.6,294,1
Jordan,Developing,72.8,121,0.59,313.3626015,98,58.6,98,8.8,98,2537.349,13.7,294,1
Jordan,Developing,72.4,127,0.55,27.44252286,95,57.8,95,8.88,95,223.83787,13.8,285,1
Jordan,Developing,72.5,125,0.54,32.52523612,95,57,95,9.5,95,261.456882,13.5,285,1
Jordan,Developing,72.3,127,0.54,228.7838108,97,56.3,97,9.15,97,1889.213962,13.2,291,1
Jordan,Developing,72.1,129,0.54,259.1572375,95,55.5,95,9.68,95,1812.288374,13,285,1
Jordan,Developing,71.9,131,0.55,248.697463,97,54.8,97,9.9,99,1728.2659,12.7,293,1
Jordan,Developing,71.7,133,0.49,227.296617,93,54,94,9.65,91,1657.889256,12.6,278,1
Kazakhstan,Developing,69.9,22,6.29,24.44473709,95,52.3,95,4.36,95,1286.56511,15,285,1
Kazakhstan,Developing,69.5,28,6.48,26.4072659,99,51.4,98,4.3,98,1389.8561,15,295,1
Kazakhstan,Developing,69.1,214,6.82,235.3566066,95,5.6,98,4.32,99,12387.18982,14.7,292,1
Kazakhstan,Developing,68.5,224,6.63,179.170133,99,49.9,99,4.6,99,11634.42422,14.4,297,1
Kazakhstan,Developing,67.8,236,6.83,11.1516268,99,49.2,98,4.42,99,97.649972,14.5,296,1
Kazakhstan,Developing,67.8,235,6.64,808.243302,99,48.5,99,4.13,98,7165.2775,14.6,296,1
Kazakhstan,Developing,66.6,258,7.6,708.3285785,99,47.9,99,3.65,99,8513.564645,14.6,297,1
Kazakhstan,Developing,65.3,288,7.44,499.730412,94,47.3,94,3.19,93,6771.414797,14.7,281,1
Kazakhstan,Developing,65,295,7.08,76.19868936,99,46.8,99,3.73,99,5291.57565,14.3,297,1
Kazakhstan,Developing,64.6,294,6.94,351.8603267,94,46.3,99,4.7,98,3771.278957,13.9,291,1
Kazakhstan,Developing,64.7,287,6.55,33.91660183,99,45.8,99,3.95,82,2874.288291,13.5,280,1
Kazakhstan,Developing,64.4,282,6.58,23.43400762,99,45.3,99,3.7,99,268.123657,13.1,297,1
Kazakhstan,Developing,64.7,276,5.99,145.1022528,95,44.8,95,3.61,95,1658.31146,12.7,285,1
Kazakhstan,Developing,64.4,284,5.75,12.60883976,95,44.4,95,3.47,95,149.926751,12.3,285,1
Kazakhstan,Developing,63.9,292,6,112.541157,99,43.9,96,4.16,97,1229.958,12.1,292,1
Kenya,Developing,62.9,255,0.01,170.9626624,92,21.3,93,5.72,92,1335.6458,11.1,277,1
Kenya,Developing,62.6,258,1.84,165.9304977,93,2.7,94,5.57,87,1229.114798,11.1,274,1
Kenya,Developing,62.1,263,1.81,154.2269697,94,2.1,94,5.49,94,1155.2582,11.1,282,1
Kenya,Developing,61.2,278,1.8,109.7051836,96,19.5,97,5.23,96,987.4453967,11.1,289,1
Kenya,Developing,63,294,1.73,56.58984221,9,18.9,9,3.97,9,967.34773,11.1,27,0
Kenya,Developing,59.1,317,1.86,7.146851404,88,18.4,89,4.17,88,92.816252,10.7,265,1
Kenya,Developing,57.9,339,1.71,60.5153506,88,17.9,88,3.9,88,916.8992515,10.4,264,1
Kenya,Developing,56.8,356,1.97,59.83361364,81,17.3,76,4.8,81,839.181117,10.1,238,0
Kenya,Developing,55.3,388,1.76,52.60385429,8,16.9,77,4.24,8,697.66385,9.7,93,0
Kenya,Developing,54.1,412,1.82,39.55677502,76,16.4,7,4.36,76,519.7999346,9.6,159,0
Kenya,Developing,53,432,1.43,36.29775249,73,15.9,73,4.29,73,458.8843551,8.9,219,0
Kenya,Developing,52.4,437,1.49,35.85204668,73,15.5,75,4.45,73,436.6875357,8.2,221,0
Kenya,Developing,52.1,437,1.66,32.73674134,84,15.1,83,4.54,84,395.8493511,8.5,251,1
Kiribati,Developing,66.1,2,0.01,97.87193319,75,77.1,79,1.21,75,1684.54274,11.9,229,0
Kiribati,Developing,65.8,22,0.01,137.2591943,95,76.7,91,1.15,95,1724.361737,11.9,281,1
Kiribati,Developing,65.7,24,0.01,147.4549755,94,76.2,92,1.37,94,1763.815497,11.9,280,1
Kiribati,Developing,65.5,26,0.53,30.46703899,95,75.7,95,1.42,99,1692.613277,11.9,289,1
Kiribati,Developing,65.3,27,0.48,18.21661422,91,75.2,95,1.52,91,1493.1651,11.9,277,1
Kiribati,Developing,65.2,28,0.54,162.2903711,86,74.6,84,12.24,86,1297.285141,11.9,256,1
Kiribati,Developing,65.1,21,0.46,167.6201552,83,74.1,74,12.23,82,1413.3234,11.6,239,0
Kiribati,Developing,65,211,0.68,188.7108773,96,73.4,93,13.66,94,1357.632211,11.8,283,1
Kiribati,Developing,65,212,0.76,18.19457876,88,72.8,86,1.93,86,1151.555618,12.1,260,1
Kiribati,Developing,64.9,213,0.6,111.7392134,5,72.1,74,1.6,79,1214.556667,12.2,158,0
Kiribati,Developing,64.8,214,0.48,10.6242741,67,71.4,61,1.39,62,113.6286,12.4,190,0
Kiribati,Developing,64.7,215,0.5,1.76541345,73,7.6,79,9.98,7,115.3865,11.6,159,0
Kiribati,Developing,64.6,217,0.49,70.75572222,79,69.7,96,9.1,77,826.58554,11.7,252,1
Kiribati,Developing,64.3,219,0.6,59.97185848,85,68.8,88,9,85,734.9492461,10.4,258,1
Kiribati,Developing,64.1,222,0.46,11.07543331,9,67.9,9,8.12,9,796.7937634,10,27,0
Kuwait,Developing,74.6,82,0.01,2480.896965,96,7.8,94,3.4,95,42996.4812,13,285,1
Kuwait,Developing,74.5,83,0.01,2792.677582,99,7.2,99,2.56,99,48399.9581,13.1,297,1
Kuwait,Developing,74.3,84,0.01,2957.973963,98,69.5,98,2.57,98,51264.7134,13.2,294,1
Kuwait,Developing,74.2,85,0.02,2785.097712,99,69,99,2.62,99,48268.5912,13.4,297,1
Kuwait,Developing,74,86,0.01,2009.575605,99,68.4,98,2.76,98,38497.61696,13.5,295,1
Kuwait,Developing,73.9,87,0.1,3001.628237,99,67.9,99,3.87,99,37567.3121,13.6,297,1
Kuwait,Developing,73.8,88,0.03,2078.392748,99,67.5,99,1.93,99,55571.9986,13.8,297,1
Kuwait,Developing,73.7,89,0.03,2555.303869,99,67.1,99,2.13,99,45793.97614,13.9,297,1
Kuwait,Developing,73.6,89,0.01,2443.444275,99,66.7,99,2.25,99,42717.55725,14.1,297,1
Kuwait,Developing,73.6,9,0.01,239.5751391,99,66.3,99,2.38,99,3549.26132,14.2,297,1
Kuwait,Developing,73.5,91,0.02,1731.073528,94,65.9,98,2.76,98,26921.8278,14.4,290,1
Kuwait,Developing,73.4,93,0.03,159.0098727,99,65.5,99,3.23,99,2271.56961,14.1,297,1
Kuwait,Developing,73.3,94,0.01,1209.680547,99,65,99,3.56,99,17789.41981,13.9,297,1
Kuwait,Developing,73.2,95,0.01,113.1997845,99,64.5,99,3.61,99,1654.96761,14,297,1
Kuwait,Developing,73.2,96,0.01,959.925862,95,64,94,2.51,98,18389.38433,14.1,287,1
Latvia,Developed,74.4,156,0.01,1542.635979,92,6.7,92,5.88,92,15725.1374,16,276,1
Latvia,Developed,74.1,161,10.37,150.3116884,94,6.2,94,5.67,94,1532.22924,15.4,282,1
Latvia,Developed,73.8,163,10.21,1356.022164,9,59.8,91,5.91,91,13822.8559,15.5,191,0
Latvia,Developed,73.6,169,10.14,24.70841046,89,59.4,92,6.1,92,1372.68947,15.8,273,1
Latvia,Developed,72.8,18,9.8,1109.969508,91,58.9,92,6.55,92,11326.21947,16,275,1
Latvia,Developed,72.6,184,9.85,1137.6237,92,58.5,94,6.84,94,12219.37379,16.4,280,1
Latvia,Developed,71.9,199,11.84,253.4022338,93,58.1,94,6.63,94,16348.53121,16.3,281,1
Latvia,Developed,78,221,12.12,170.9884138,91,57.7,94,7.1,94,1444.1589,16.2,279,1
Latvia,Developed,75,229,10.4,1099.248837,94,57.4,96,6.8,96,9667.9757,16.2,286,1
Latvia,Developed,76,216,9.92,86.9255399,99,57,99,6.37,99,7558.7426,15.9,297,1
Latvia,Developed,71,26,8.81,80.0328375,98,56.6,99,6.51,99,6351.8125,15.5,296,1
Latvia,Developed,78,29,8.24,478.0644911,98,56.3,98,6.15,98,5134.95694,15.2,294,1
Latvia,Developed,73,219,7.44,376.4570185,98,56,98,6.29,97,4132.34927,14.8,293,1
Latvia,Developed,69.9,228,6.68,332.2751709,96,55.7,97,6.17,97,3572.8513,14.2,290,1
Latvia,Developed,71,218,7.13,291.0170765,95,55.4,96,6,96,3352.731296,13.7,287,1
Lebanon,Developing,74.8,99,1.32,140.3771361,81,65.4,75,6.39,81,8161.4614,13.3,237,0
Lebanon,Developing,74.9,97,1.29,14.55610463,81,64.9,75,6.63,81,846.285153,13.3,237,0
Lebanon,Developing,75,93,1.53,151.1526829,81,64.4,75,6.99,81,8787.94668,13.3,237,0
Lebanon,Developing,75,93,1.57,835.0626827,81,64,75,7.12,81,8734.9653,13.2,237,0
Lebanon,Developing,74.9,94,1.58,805.3956346,81,63.5,75,7.19,81,8763.826274,13.3,237,0
Lebanon,Developing,74.7,95,1.62,8.140373615,81,63,75,7.42,81,84.268878,13.2,237,0
Lebanon,Developing,74.5,98,1.67,69.13924862,81,62.5,75,8.7,81,712.775759,13.1,237,0
Lebanon,Developing,74.4,98,1.72,8.906931168,8,61.9,75,8.9,8,614.271115,12.9,91,0
Lebanon,Developing,74.1,1,1.82,534.5795695,78,61.4,75,8.83,78,5372.65899,13.2,231,0
Lebanon,Developing,73.9,11,1.94,630.0540723,77,6.8,74,8.42,77,5339.441291,13.7,228,0
Lebanon,Developing,73.7,13,2.1,618.3614858,75,6.2,74,8.91,75,5424.22356,14.2,224,0
Lebanon,Developing,73.5,15,2.19,527.9176618,74,59.7,74,9.3,74,5425.6697,14.8,222,0
Lebanon,Developing,73.2,17,1.98,70.13207838,77,59.1,77,1.5,77,5436.595223,15.2,231,0
Lebanon,Developing,73,11,2.19,510.6035166,8,58.6,8,1.9,8,5253.122599,15,24,0
Lebanon,Developing,72.7,112,2.26,404.3879434,83,57.9,83,1.86,83,5334.93329,14.9,249,0
Lesotho,Developing,52.1,522,0.01,162.1278115,93,32,9,1.62,93,1174.839214,10.8,195,0
Lesotho,Developing,52.1,518,0.01,153.3443147,93,31.4,9,11.7,93,1196.1335,11.1,195,0
Lesotho,Developing,52.2,513,0.01,168.1348992,95,3.8,93,11.14,95,1281.516,11,283,1
Lesotho,Developing,52.3,52,2.39,195.825251,96,3.2,95,11.79,96,1352.38433,11,287,1
Lesotho,Developing,51.1,527,2.71,154.8705998,93,29.7,92,1.87,93,1173.26212,10.9,278,1
Lesotho,Developing,49.4,566,2.75,104.3144732,91,29.2,89,9.8,91,923.136931,10.8,271,1
Lesotho,Developing,47.8,592,2.75,91.85432774,88,28.8,86,8.85,88,934.428563,10.7,262,1
Lesotho,Developing,46.2,633,2.69,9.18432717,9,28.3,87,8.47,88,918.432717,10.6,184,0
Lesotho,Developing,45.3,654,2.61,71.15577609,91,27.9,88,7.12,89,915.775754,10.7,268,1
Lesotho,Developing,44.5,675,2.67,57.90369752,87,27.4,88,6.3,89,862.9463118,10.7,264,1
Lesotho,Developing,44.8,666,1.8,67.91361818,6,26.9,89,6.96,9,781.5145936,10.7,104,0
Lesotho,Developing,45.5,648,1.99,5.300902041,17,26.4,9,7.13,9,63.636279,10.5,35,0
Liberia,Developing,58.1,329,0.01,54.37396957,5,26.7,49,1.4,5,458.4651734,9.9,59,0
Liberia,Developing,61.1,258,0.01,45.04892458,76,26.1,75,9.25,76,454.1222236,9.8,227,0
Liberia,Developing,67,261,0.01,48.09891474,8,25.6,8,1.19,8,415.361958,9.6,24,0
Liberia,Developing,62,266,3.72,60.44658161,77,25,77,11.23,77,379.689583,9.5,231,0
Liberia,Developing,59.7,272,3.64,41.91052416,47,24.5,71,11.87,7,327.42597,9.6,125,0
Liberia,Developing,59.2,277,3.75,5.592170255,64,24,84,14.39,81,33.667491,9.7,229,0
Liberia,Developing,58.6,281,3.88,40.03344077,64,23.4,79,11.83,75,232.61732,9.8,218,0
Libya,Developing,71.3,161,0.01,36.11567366,98,6.9,98,4.77,98,562.549434,14,294,1
Libya,Developing,72.8,132,0.01,52.50394196,98,59.9,98,3.5,98,1212.56217,14.3,294,1
Libya,Developing,72.7,132,0.01,63.55170297,98,59,98,3.16,98,1296.97353,14.6,294,1
Libya,Developing,72.6,132,0.01,532.6700005,98,58.2,98,2.4,98,14396.4865,14.8,294,1
Libya,Developing,72.5,132,0.01,54.8789106,98,57.4,98,2.63,98,1138.56661,15.1,294,1
Libya,Developing,72.2,134,0.01,493.415341,98,56.7,98,2.51,98,9344.987518,15.4,294,1
Libya,Developing,71.9,138,0.01,472.3047034,97,56,98,2.71,98,8171.361651,15.7,293,1
Libya,Developing,71.5,141,0.01,31.80653288,99,55.3,97,3.46,97,586.8364,15.9,293,1
Libya,Developing,71.3,144,0.01,295.1166511,96,54.6,95,4.6,95,4676.96753,16,286,1
Libya,Developing,71.1,146,0.01,29.13434871,91,54,93,4.57,93,375.442638,15.8,277,1
Libya,Developing,71,147,0.01,362.3817951,93,53.4,94,4.6,94,6269.58123,15.7,281,1
Libya,Developing,78,148,0.01,457.3202236,92,52.8,94,3.41,94,7145.628494,15.5,280,1
Lithuania,Developed,73.4,169,15.19,2211.744178,94,61.9,93,6.55,93,16554.97139,16.5,280,1
Lithuania,Developed,73,178,15.04,1968.816817,93,61.4,93,6.59,93,15712.82376,16.4,279,1
Lithuania,Developed,73,176,15.14,1807.071336,93,6.9,93,6.67,93,14341.836,16.5,279,1
Lithuania,Developed,72.8,18,12.66,1758.822757,95,6.5,92,6.86,92,14357.73679,16.7,279,1
Lithuania,Developed,72.4,188,12.9,1423.802386,94,6,95,7.9,95,11984.86857,16.8,284,1
Lithuania,Developed,72.2,192,12.4,1446.529217,95,59.7,98,7.53,98,11837.3913,16.6,291,1
Lithuania,Developed,71.1,224,13.3,1888.149904,96,59.3,96,6.61,96,14961.56818,16.5,288,1
Lithuania,Developed,72,24,13.4,1581.511914,96,59,95,6.22,95,12297.91535,16.4,286,1
Lithuania,Developed,76,229,12.7,116.504961,95,58.7,94,6.2,94,924.642548,16.4,283,1
Lithuania,Developed,78,222,12.3,913.699529,95,58.4,93,5.83,94,7863.1629,16.2,282,1
Lithuania,Developed,71.6,24,12.1,76.36187737,94,58.1,9,5.67,94,676.966998,16.3,197,0
Lithuania,Developed,71.6,22,11.29,80.99710054,95,57.8,91,6.46,94,555.535669,15.8,280,1
Lithuania,Developed,71.4,22,11,561.9168642,94,57.5,97,6.4,95,4146.987928,15.3,286,1
Lithuania,Developed,71.2,21,10.2,42.87208671,95,57.2,97,6.26,95,353.147337,14.7,287,1
Lithuania,Developed,71.6,2,9.87,373.2605532,98,56.9,92,6.46,94,3297.35471,14,284,1
Luxembourg,Developed,81.7,65,11.12,16255.16198,94,6.9,99,6.94,99,119172.7418,13.9,292,1
Luxembourg,Developed,81.4,68,11.02,15515.75234,94,6.5,99,7.1,99,113751.85,13.9,292,1
Luxembourg,Developed,81.1,7,11.34,2284.58215,94,6.1,99,7.18,99,16749.136,13.9,292,1
Luxembourg,Developed,88,72,11.5,17028.52798,95,59.6,96,7.34,99,115761.577,13.9,290,1
Luxembourg,Developed,86,73,11.36,2267.252192,94,59.2,96,7.68,99,14965.361,13.7,289,1
Luxembourg,Developed,83,76,11.42,2052.393076,95,58.8,96,8.11,99,13198.6693,13.5,290,1
Luxembourg,Developed,80,8,11.53,18961.3486,94,58.4,96,7.34,99,114293.8433,13.5,289,1
Luxembourg,Developed,79.7,82,11.75,267.051312,87,57.9,96,6.8,99,1618.4928,13.5,282,1
Luxembourg,Developed,79.4,85,11.98,15345.4907,95,57.5,99,7.75,99,89739.7117,13.5,293,1
Luxembourg,Developed,78.8,9,11.84,1346.246697,95,57,99,7.95,99,8289.69641,13.5,293,1
Luxembourg,Developed,78.7,92,12.42,12372.05188,94,56.4,99,8.2,99,75716.3518,13.5,292,1
Luxembourg,Developed,78.6,92,12.61,10111.38928,95,55.8,99,7.67,98,65445.8853,13.6,292,1
Luxembourg,Developed,78.3,95,12.91,910.5062778,95,55.2,99,8.27,99,5293.64115,13.5,293,1
Luxembourg,Developed,78,96,12.89,7877.33656,86,54.6,99,7.4,99,48179.4285,13.4,284,1
Luxembourg,Developed,77.8,98,13.14,8246.130437,77,54,99,7.48,99,48735.99549,13.5,275,1
Madagascar,Developing,65.1,225,0.01,5.339065673,73,2,73,3.4,73,452.4631926,10.3,219,0
Madagascar,Developing,64.7,23,0.87,79.50882493,74,19.5,73,4.15,74,461.723722,10.3,221,0
Madagascar,Developing,64.3,235,0.87,59.97914461,7,19,71,3.46,7,443.9611,10.2,85,0
Madagascar,Developing,63.8,241,0.97,78.79967196,73,18.5,73,4.24,73,454.963464,10.2,219,0
Madagascar,Developing,63.3,248,1.03,76.60442169,7,18,7,4.86,7,412.739341,10.2,21,0
Madagascar,Developing,62.8,254,0.91,71.16601203,77,17.6,76,4.7,77,415.6893226,9.7,230,0
Madagascar,Developing,62.3,259,0.68,6.448762615,77,17.1,77,4.5,77,47.733254,9.4,231,0
Madagascar,Developing,61.9,261,0.71,55.43034455,84,16.7,83,4.98,84,377.8482928,9.1,251,1
Madagascar,Developing,61.4,263,0.68,38.41870375,82,16.3,83,5.11,85,292.157443,9,250,0
Madagascar,Developing,69,265,0.72,33.74786198,81,15.8,8,5.3,85,274.819723,8.9,174,0
Madagascar,Developing,64,267,0.81,23.72796328,71,15.4,74,4.89,78,245.1235876,8.7,223,0
Madagascar,Developing,59.9,268,0.93,37.12894787,61,15,65,4.81,66,316.7998965,8.5,192,0
Madagascar,Developing,59.3,271,0.9,47.5262138,51,14.7,61,5.29,62,262.2859481,8.3,174,0
Malawi,Developing,57.6,377,0.01,59.48744893,91,19.2,87,11.38,91,354.7253961,10.7,269,1
Malawi,Developing,56.7,394,0.01,55.83107625,89,18.8,89,1.96,89,332.922339,10.7,267,1
Malawi,Developing,55.3,42,0.01,82.76865922,96,18.4,95,12.6,96,374.51882,10.7,287,1
Malawi,Developing,54.1,441,1.23,13.77617463,97,18,97,11.67,97,512.125451,10.6,291,1
Malawi,Developing,52.9,462,1.08,9.728005297,93,17.6,86,1.5,93,458.8681744,10.2,272,1
Malawi,Developing,51.5,491,1.16,7.915071248,93,17.3,93,1.18,93,42.7379657,9.9,279,1
Malawi,Developing,50,525,1.27,74.34482999,91,16.9,92,1.7,91,372.842678,9.6,274,1
Malawi,Developing,48.5,559,1.18,4.269511381,87,16.6,88,9.31,87,32.2227274,9.7,262,1
Malawi,Developing,47.1,587,1.18,6.847033785,99,16.2,99,8.99,99,297.6971211,9.6,297,1
Malawi,Developing,46,66,1.04,5.670640102,93,15.9,94,8.2,93,28.3673842,9.7,280,1
Malawi,Developing,45.1,615,1.11,58.13583343,89,15.5,94,7.82,89,274.2256294,10,272,1
Malawi,Developing,44.6,613,1.08,4.375316094,84,15.2,85,6.35,84,26.152517,10.3,253,1
Malawi,Developing,44,67,1.1,3.885394742,64,14.8,79,4.82,64,29.9798977,10.4,207,0
Malaysia,Developing,74.8,126,0.52,721.3655432,96,39.5,97,4.17,97,11183.96191,13,290,1
Malaysia,Developing,74.6,128,0.53,110.6779711,96,38.5,97,4.2,97,1882.27842,12.9,290,1
Malaysia,Developing,74.5,129,0.53,101.609245,97,37.4,97,4.1,97,1779.49641,12.9,291,1
Malaysia,Developing,74.3,13,0.51,9.23002632,96,36.3,96,3.89,96,145.1262,13,288,1
Malaysia,Developing,74.1,131,0.49,65.56659662,96,35.3,96,3.99,96,971.356987,12.8,288,1
Malaysia,Developing,74,131,0.47,431.5452472,96,34.4,97,3.97,97,7326.744435,12.6,290,1
Malaysia,Developing,73.8,132,0.47,438.4519214,97,33.4,97,3.47,97,8513.629541,12.5,291,1
Malaysia,Developing,73.7,133,0.43,409.9812523,96,32.5,97,3.61,97,7269.17114,12.3,290,1
Malaysia,Developing,73.6,134,0.42,365.9113978,95,31.6,95,3.65,95,6222.982955,12.7,285,1
Malaysia,Developing,73.4,135,0.46,297.5913833,96,3.7,96,3.29,96,5593.822995,12.9,288,1
Malaysia,Developing,73.2,137,0.49,315.6639322,94,29.8,95,3.74,95,4955.477743,12.7,284,1
Malaysia,Developing,73.1,138,0.48,264.2496129,95,28.8,96,3.95,96,4463.675893,12.1,287,1
Malaysia,Developing,72.9,14,0.49,216.7029481,95,27.9,94,3.4,94,4167.364387,12,283,1
Malaysia,Developing,72.7,144,0.53,210.2417002,95,27,95,3.4,96,3915.11546,11.9,286,1
Malaysia,Developing,72.4,149,0.54,23.37167228,97,26,98,3.4,98,445.17471,11.6,293,1
Maldives,Developing,78.2,62,0.01,2051.748615,99,26.2,99,13.73,99,7716.2415,12.7,297,1
Maldives,Developing,77.9,64,0.01,1626.591186,99,25.1,99,11.16,99,7112.33575,12.4,297,1
Maldives,Developing,77.6,65,0.01,1259.940376,99,24.1,99,9.16,99,6541.7465,12.1,297,1
Maldives,Developing,77.3,67,1.92,1079.893546,96,23.1,96,8.11,96,6497.55443,11.8,288,1
Maldives,Developing,76.7,73,1.83,91.13971812,97,22.1,97,7.93,96,633.79498,11.6,290,1
Maldives,Developing,76.3,75,1.59,100.503021,98,21.2,98,9.22,98,597.1659,11.8,294,1
Maldives,Developing,75.9,81,1.76,1077.712092,98,2.3,98,9.3,98,5828.621374,11.8,294,1
Maldives,Developing,75.4,82,1.78,6.491488598,98,19.5,98,6.64,98,52.862285,11.9,294,1
Maldives,Developing,75,88,1.62,659.8499118,98,18.7,98,7.37,98,4428.522898,12,294,1
Maldives,Developing,74.3,93,1.47,620.9518909,98,18,98,9.52,98,3488.493769,12.1,294,1
Maldives,Developing,73.4,16,1.6,611.9093566,97,17.3,96,5.89,96,3853.33348,12.2,289,1
Maldives,Developing,72.7,112,1.75,491.4978908,98,16.7,98,5.9,98,3432.247841,11.8,294,1
Maldives,Developing,71.8,124,1.95,4.299053392,98,16.2,98,5.78,98,32.37239,12,294,1
Maldives,Developing,78,129,1.98,41.30688803,98,15.6,97,5.84,98,298.67598,11.8,293,1
Maldives,Developing,69.6,139,1.83,300.1621026,96,15.2,98,8,98,2182.99711,11.3,292,1
Mali,Developing,57.8,272,0.01,46.56231672,73,23.2,74,6.86,73,825.5729915,8.2,220,0
Mali,Developing,57.3,275,0.01,36.86104319,69,22.5,7,6.58,69,777.659139,8,145,0
Mali,Developing,57.2,27,0.01,96.5465827,66,21.9,72,6.47,66,777.3476868,7.7,204,0
Mali,Developing,56.8,271,0.61,101.8113996,66,21.3,72,6.59,66,835.88998,7.5,204,0
Mali,Developing,56.5,273,0.6,9.585584394,72,2.7,77,6.35,73,78.377632,7.3,222,0
Mali,Developing,56,276,0.59,84.63438925,71,2.2,77,6.85,73,697.153124,7.1,221,0
Mali,Developing,55.5,278,0.57,102.1413744,74,19.6,74,6.74,74,689.6784228,5.8,222,0
Mali,Developing,55,282,0.55,81.8405007,74,19,76,6.97,74,595.6368319,6.4,224,0
